Point Name,Code,Northing (Y),Easting (X),Elevation (Z)
F6,PARKBOUN,2781811.11,486263.679,99.797
F7,PARKBOUN,2781814.229,486256.2,99.881
F8,PARKBOUN,2781814.867,486254.641,99.75
F9,PARKBOUN,2781815.732,486250.117,99.96
F10,PARKBOUN,2781814.217,486246.907,99.943
F11,PETROLPAMP,2781815.083,486247.383,99.826
F12,PETROLPAMP,2781815.439,486247.22,99.841
F13,PETROLPAMP,2781815.233,486246.795,99.822
F14,PETROLPAMP,2781815.323,486246.505,99.82
F15,PETROLPAMP,2781814.997,486245.748,99.785
F16,PETROLPAMP,2781814.94,486245.668,99.78
F17,PETROLPAMP,2781814.615,486245.22,99.752
F18,FBUILD0,2781785.653,486227.147,101.323
F19,FBUILD1,2781792.789,486229.39,101.195
F20,FBUILD1,2781806.749,486224.196,101.791
F21,FBUILD2,2781824.606,486221.572,99.98
F22,FBUILD3,2781831.322,486220.482,99.858
F23,FBUILD3,2781833.872,486218.058,99.881
F24,FBUILD3,2781835.764,486220.197,99.917
F25,FBUILD3,2781840.601,486215.812,101.124
F26,FBUILD3,2781824.939,486213.639,99.946
F27,FROAD,2781813.597,486238.848,99.481
F28,FROAD,2781806.551,486241.036,99.602
F29,FROAD,2781823.988,486235.706,98.943
F30,FROAD,2781833.82,486232.588,98.496
F31,FROAD,2781837.529,486260.826,98.914
F32,FROAD,2781846.215,486264.44,98.933
F33,FROAD,2781849.763,486265.994,98.964
F34,FROAD,2781849.449,486267.417,98.891
F35,FROAD,2781851.075,486268.158,98.951
F36,FROAD,2781852.86,486264.756,98.997
F37,FROAD,2781857.894,486266.857,98.993
F38,FROAD,2781871.929,486276.517,99.096
F39,FROAD,2781870.549,486276.003,99.089
F40,FROAD,2781873.793,486275.084,99.066
F41,FROAD,2781872.587,486276.777,99.1
F42,FROAD,2781874.504,486272.765,99.017
F43,FROAD,2781857.905,486264.837,99.001
F44,FROAD,2781848.233,486260.68,98.987
F45,FROAD,2781850.634,486261.711,99.02
F46,FROAD,2781850.634,486261.711,99.02
F47,FROAD,2781849.09,486258.259,99.096
F48,FROAD,2781841.978,486249.668,99.172
F49,FROAD,2781844.027,486250.24,99.137
F50,FWATER TOWER,2781849.686,486249.897,99.373
F51,FWATER TOWER,2781849.089,486247.527,99.458
F52,FWATER TOWER,2781848.735,486247.225,99.45
F53,FWATER TOWER,2781849.306,486246.22,99.471
F54,FFOND,2781841.607,486241.74,99.383
F55,FFOND,2781841.598,486241.747,99.382
F56,FFOND,2781842.219,486241.246,99.367
F57,FFOND,2781843.929,486241.508,99.311
F58,FFOND,2781844.382,486242.227,99.364
F59,FTOWER BOUNDARY,2781837.839,486248.489,98.98
F60,FTOWER BOUNDARY,2781838.645,486242.945,98.917
F61,FTOWER BOUNDARY,2781839.423,486237.455,98.764
F62,FTOWER BOUNDARY,2781842.682,486237.124,98.985
F63,FTOWER BOUNDARY,2781847.734,486236.705,98.962
F64,FTOWER BOUNDARY,2781853.669,486236.168,98.738
F65,FROAD EDGE,2781848.005,486231.23,98.057
F66,FROAD EDGE,2781838.565,486235.44,98.475
F67,FROAD EDGE,2781833.967,486232.555,98.497
F68,FROAD EDGE,2781839.365,486230.659,98.363
F69,FROAD EDGE,2781815.803,486237.644,99.362
F70,FROAD EDGE,2781809.337,486239.492,99.534
F71,FROAD EDGE,2781825.127,486234.731,98.854
F72,FROAD EDGE,2781835.133,486231.15,98.434
F73,FROAD EDGE,2781838.993,486230.118,98.364
F74,FROAD EDGE,2781841.756,486228.921,98.297
F75,FBUILD BOUNDARY,2781838.371,486223.086,97.568
F76,FBUILD BOUNDARY,2781835.087,486219.656,97.45
F77,FBUILD BOUNDARY,2781831.493,486223.068,97.698
F78,FBUILD BOUNDARY,2781827.609,486226.642,98.075
F79,FNALI,2781832.689,486231.126,98.388
F80,FNALI,2781822.592,486234.704,98.945
F81,FNALI,2781819.891,486233.881,99.083
F94,FTANK,2781849.948,486249.982,114.381
F95,FTANK,2781849.308,486247.493,114.221
F96,FTANK,2781850.471,486245.274,114.664
F97,FPOLE,2781841.487,486236.37,103.321
F98,FBUILD OFFI,2781814.959,486264.137,100.939
F99,FPATHWAY,2781819.531,486257.057,99.156
F100,FPATHWAY,2781820.89,486253.686,99.15
F101,FPATHWAY,2781821.797,486249.91,99.086
F102,FPATHWAY,2781822.602,486244.623,99.078
F103,FFENCE,2781807.38,486237.568,100.236
F104,FFENCE,2781804.841,486238.253,100.209
E,CP,2781890.1,486286.031,99.097
F,CP,2781827.962,486252.029,98.944
EP,EOPD,2781881.823,486286.2,101.922
E1,EOPD,2781880.018,486291.066,102.094
E2,EOPD,2781881.35,486291.638,101.958
E3,EOPD,2781878.295,486299.291,102.034
E4,Ebuild,2781894.264,486296.802,100.942
E5,Ebuild,2781896.527,486295.733,100.943
E6,Ebuild,2781900.893,486293.675,100.961
E7,Ebuild,2781907.127,486291.715,99.331
E8,Ebuild,2781901.812,486293.794,98.479
E9,Ebuild,2781903.566,486292.109,98.469
E10,Ebuild,2781901.812,486288.514,98.501
E11,Ebuild,2781900.271,486285.402,98.56
E12,Ebuild,2781899.2,486288.708,98.456
E13,Ebrickline,2781895.127,486287.929,99.085
E14,Ebrickline,2781896.28,486284.516,99.041
E15,Ebrickline,2781892.542,486296.346,98.938
E16,Ebrickline,2781888.586,486294.607,98.969
E17,Ebrickline,2781889.87,486291.004,99.002
E18,Ebrickline,2781887.643,486286.155,99.136
E19,Ebrickline,2781885.046,486292.965,99.032
E20,Ebrickline,2781881.662,486291.401,99.032
E21,Ebrickline,2781884.221,486285.079,99.185
E22,Ebrickline,2781896.175,486284.179,99.056
E23,Ebrickline,2781895.26,486283.87,99.066
E24,Ebrickline,2781896.42,486279.39,99.013
E25,Ebrickline,2781897.334,486279.588,99.004
E26,Ebrickline,2781892.229,486276.829,99.04
E27,Ebrickline,2781893.693,486277.144,99.038
E28,Ebrickline,2781889.88,486269.571,99.316
E29,Ebrickline,2781888.72,486270.145,99.284
E30,Ebrickline,2781894.711,486267.084,99.566
E31,Ebrickline,2781893.574,486265.144,99.558
E32,Ebrickline,2781879.661,486271.673,98.999
E33,Ebrickline,2781881.103,486273.96,98.994
E34,Ebrickline,2781880.928,486274.337,98.995
E35,Ebrickline,2781878.077,486274.989,98.985
E36,Ebrickline,2781879.193,486271.8,98.986
E37,Ebrickline,2781877.755,486270.972,98.967
E38,Ebrickline,2781875.175,486273.689,99.117
E39,Ebrickline,2781874.491,486274.537,99.128
E40,Ebrickline,2781877.52,486276.043,99.159
E41,Ebrickline,2781875.827,486279.46,99.206
E42,Ebrickline,2781812.237,486240.004,99.581
E43,Ebrickline,2781872.663,486277.141,99.191
E44,Ebrickline,2781863.061,486273.516,99.167
E45,Ebrickline,2781861.065,486278.457,99.175
E46,Emess,2781902.706,486277.74,102.098
E47,Emess,2781902.695,486277.715,102.099
E48,Emess,2781900.622,486275.32,102.775
E49,Emess,2781900.553,486275.356,102.765
E51,Emess,2781891.486,486270.578,100.741
E52,Emess,2781892.301,486264.233,102.069
E53,Eaahar bihar,2781891.484,486270.577,100.737
E54,Eaahar bihar,2781892.58,486272.661,100.744
E55,Eaahar bihar,2781892.971,486272.517,100.902
E56,Eaahar bihar,2781893.277,486272.339,100.688
E57,Econtour,2781885.128,486287.842,99.08
E58,Econtour,2781883.641,486290.926,99.05
E59,Econtour,2781888.751,486289.051,98.603
E60,Econtour,2781888.378,486289.36,98.542
E61,Econtour,2781888.038,486290.42,98.356
E62,Econtour,2781887.858,486290.913,98.282
E63,Econtour,2781887.541,486291.688,98.189
E64,Econtour,2781887.184,486292.569,98.049
E65,Econtour,2781886.875,486293.249,97.938
E66,Econtour,2781886.456,486294.357,97.737
E67,Econtour,2781886.002,486295.759,97.457
E68,ETREE,2781866.022,486279.213,99.135
E69,ETREE,2781863.668,486266.15,99.138
E70,EROAD EDGE,2781868.092,486263.115,98.852
E71,EROAD EDGE,2781867.858,486260.653,98.882
E72,EROAD EDGE,2781866.082,486258.911,98.91
E73,EROAD EDGE,2781858.214,486251.431,99.172
E74,EROAD EDGE,2781857.457,486253.163,99.154
E75,EROAD EDGE,2781859.369,486254.761,99.064
E76,EROAD EDGE,2781861.852,486255.966,99.018
E77,EROAD EDGE,2781857.839,486264.787,98.998
E78,EROAD EDGE,2781856.404,486269.907,99.018
E79,EROAD EDGE,2781862.932,486273.003,99.026
E80,EROAD EDGE,2781873.066,486265.057,98.381
E81,EROAD EDGE,2781876.886,486260.918,97.712
E82,EROAD EDGE,2781878.549,486265.854,98.069
E83,EROAD EDGE,2781883.411,486261.059,97.166
E84,EROAD EDGE,2781879.23,486271.316,98.968
E85,EROAD EDGE,2781880.777,486268.267,98.602
E86,EROAD EDGE,2781884.029,486267.929,98.281
E87,EROAD EDGE,2781885.647,486264.721,97.885
H,CP,2781719.749,486381.701,100.322
II,CP,2781570.587,486328.531,101.606
H1,HROADEDGE,2781571.166,486329.07,101.596
H2,HROADEDGE,2781579.01,486328.923,101.666
H3,HROADEDGE,2781582.341,486333.791,101.792
H4,HROADEDGE,2781589.47,486332.871,101.584
H5,HROADEDGE,2781594.62,486338.835,101.538
H6,HROADEDGE,2781602.298,486337.89,101.363
H7,HROADEDGE,2781607.843,486343.605,101.235
H8,HROADEDGE,2781616.316,486343.221,101.091
H9,HROADEDGE,2781621.347,486348.537,100.965
H10,HROADEDGE,2781629.357,486348.29,100.752
H11,HROADEDGE,2781635.338,486353.946,100.677
H12,HROADEDGE,2781642.638,486353.436,100.588
H13,HROADEDGE,2781651.561,486360.195,100.524
H14,HROADEDGE,2781659.61,486359.894,100.364
H15,HROADEDGE,2781663.08,486364.584,100.298
H16,HROADEDGE,2781670.94,486364.383,100.189
H17,HROADEDGE,2781675.444,486369.273,100.116
H18,HROADEDGE,2781686.286,486370.219,99.924
H19,HROADEDGE,2781694.136,486373.131,99.891
H20,HROADEDGE,2781702.645,486375.355,99.994
H21,HROADEDGE,2781707.579,486375.673,99.961
H22,HROADEDGE,2781711.038,486375.243,99.954
H23,HROADEDGE,2781713.402,486379.037,100.112
H24,HROADEDGE,2781716.126,486378.251,100.119
H25,HROADEDGE,2781718.723,486376.748,100.192
H26,HROADEDGE,2781717.726,486372.879,100.102
H27,HROADEDGE,2781722.048,486373.843,100.257
H28,HROADEDGE,2781721.278,486369.566,100.17
H29,HROADEDGE,2781720.388,486375.401,100.234
H30,HROADEDGE,2781720.299,486375.44,100.236
H31,HROADEDGE,2781721.774,486369.051,100.2
H32,HROADEDGE,2781718.571,486367.134,100
H33,HROADEDGE,2781721.069,486362.104,99.558
H34,HROADEDGE,2781717.195,486362.046,99.409
H35,HROADEDGE,2781720.044,486358.266,99.312
H36,HROADEDGE,2781715.83,486357.018,99.319
H37,HROADEDGE,2781718.452,486352.363,99.376
H38,HROADEDGE,2781714.834,486353.445,99.372
H39,HROADEDGE,2781721.292,486363.041,99.787
H40,HROADEDGE,2781722.277,486363.512,100.072
H41,HROADEDGE,2781723.502,486363.773,100.085
H42,HROADEDGE,2781724.927,486361.745,100.02
H43,HROADEDGE,2781726.17,486358.511,99.859
H44,HROADEDGE,2781728.021,486362.398,100.01
H45,HROADEDGE,2781730.274,486356.166,99.735
H46,HROADEDGE,2781727.64,486354.177,99.725
H47,HROADEDGE,2781733.037,486348.714,99.499
H48,HROADEDGE,2781730.694,486346.386,99.482
H49,HROADEDGE,2781735.675,486341.482,99.294
H50,HROADEDGE,2781734.083,486336.947,99.296
H51,HROADEDGE,2781738.464,486334.09,99.25
H52,HROADEDGE,2781740.842,486328.024,99.17
H53,HROADEDGE,2781738.322,486326.229,99.184
H54,HROADEDGE,2781743.133,486322.481,99.073
H55,HROADEDGE,2781740.82,486319.906,99.085
H56,HROADEDGE,2781745.683,486315.353,99.004
H57,HROADEDGE,2781742.881,486314.411,99.048
H58,HROADEDGE,2781732.412,486336.585,99.299
H59,HROADEDGE,2781728.347,486335.707,99.285
H60,HROADEDGE,2781726.633,486336.238,99.319
H61,HROADEDGE,2781735.234,486325.359,99.255
H62,HROADEDGE,2781737.291,486326.388,99.199
H63,HROADEDGE,2781730.261,486380.412,100.274
H64,HROADEDGE,2781730.248,486382.803,100.219
H65,HROADEDGE,2781735.32,486385.559,100.195
H66,HROADEDGE,2781734.487,486382.199,100.248
H67,HROADEDGE,2781737.959,486383.723,100.248
H68,HROADEDGE,2781722.232,486384.469,100.527
H69,HROADEDGE,2781723.281,486388.913,100.928
H70,HROADEDGE,2781725.357,486388.442,100.896
H71,HROADEDGE,2781726.074,486391.363,101.166
H72,HBOUD,2781723.155,486393.458,103.925
H73,HBOUD,2781718.793,486397.138,104.068
H74,HBOUD,2781718.56,486397.151,104.072
H75,HBOUD,2781715.927,486396.741,103.998
H76,HBOUD,2781714.386,486396.501,104.066
H77,HBOUD,2781706.678,486395.3,104.496
H78,HBOUD,2781703.549,486394.826,104.296
H79,HBOUD,2781700.683,486394.384,103.538
H80,HBOUD,2781700.576,486394.024,103.488
H81,HBOUD,2781700.592,486394.09,103.583
H82,HBOUD,2781697.587,486394.067,103.256
H83,HBOUD,2781695.931,486394.11,103.74
H84,HBOUD,2781686.796,486392.439,104.444
H85,HBOUD,2781682.11,486392.369,104.767
H86,HBOUD,2781677.936,486391.914,104.253
H87,HBOUD,2781672.511,486390.36,104.427
H88,HBOUD,2781669.926,486389.64,104.173
H89,HBOUD,2781667.249,486388.873,104.274
H90,HBOUD,2781663.113,486387.688,104.808
H91,HBOUD,2781657.546,486386.152,104.518
H92,HCOWFENCE,2781695.858,486381.058,102.443
H93,HCOWFENCE,2781703.44,486382.682,102.257
H94,HCOWFENCE,2781710.959,486383.517,101.923
H95,HCOWFENCE,2781715.333,486384.063,101.911
H96,HCOWFENCE,2781717.607,486387.417,101.914
H97,HCOWFENCE,2781719.737,486390.541,102.446
H98,HBOUND,2781727.288,486393.197,104.269
H99,HBUILD,2781730.527,486380.312,102.503
H100,HBUILD,2781733.444,486381.628,102.015
H101,HBUILD,2781736.496,486383.027,102.042
H102,HBUILD,2781748.972,486388.597,102.395
H103,HBUILD,2781734.997,486370.78,101.172
H104,HBUILD,2781730.554,486380.259,101.508
H105,HBUILD,2781700.341,486356.998,100.068
H106,HBUILD,2781723.316,486349.919,100.197
H107,HBUILD,2781717.119,486351.769,100.304
H108,HTREE,2781713.67,486380.427,101.416
H109,HTREE,2781692.97,486382.076,103.065
H110,HTREE,2781678.597,486383.225,103.667
H111,HTREE,2781683.482,486383.316,103.479
H112,HTREE,2781684.481,486389.619,103.655
H113,HTREE,2781703.807,486392.288,102.827
H114,HTREE,2781706.955,486392.136,102.365
H115,HTREE,2781711.501,486394.601,102.331
H116,HTREE,2781719.493,486393.253,102.849
H117,HTREE,2781726.445,486384.049,102.657
H118,HTREE,2781743.613,486363.368,102.168
H119,HTREE,2781736.028,486362.55,102.234
H120,HTREE,2781739.536,486313.416,100.352
H121,HTREE,2781735.384,486324.578,100.908
H122,HTREE,2781730.039,486337.775,99.657
H123,HTREE,2781727.753,486340.513,100.516
H124,HTREE,2781725.753,486352.798,100.786
H125,HTREE,2781724.351,486355.568,100.898
H126,HTREE,2781722.363,486360.972,100.391
H127,HTREE,2781721.681,486362.933,100.537
H128,HTREE,2781716.94,486369.387,100.82
H129,HTREE,2781709.652,486371.496,100.128
H130,HTREE,2781706.264,486372.092,100.555
H131,HTREE,2781693.034,486365.418,101.351
H132,HTREE,2781629.064,486352.925,101.631
H133,HPOLE,2781674.088,486363.308,100.73
H134,HPOLE,2781708.748,486372.382,102.197
H135,HPOLE,2781729.486,486342.998,101.76
H136,HBUILD,2781670.996,486358.015,101.054
H137,HBUILD,2781673.936,486345.341,102.652
H138,HTREE,2781749.207,486388.151,103.571
H139,HPOLE,2781728.826,486384.146,102.402
A,CP,2781778.831,486211.503,95.875
B,CP,2781842.598,486176.469,96.476
A1,ATREE,2781780.401,486203.91,97.344
A2,ATREE,2781819.835,486184.033,97.851
A3,AFOUN,2781795.982,486200.193,95.764
A4,AFOUN,2781797.528,486200.889,95.813
A5,AFOUN,2781797.527,486200.886,95.813
A6,AFOUN,2781797.507,486200.889,95.812
A7,AFOUN,2781798.901,486200.771,95.796
A8,AFOUN,2781798.9,486200.762,95.793
A9,AFOUN,2781800.011,486200.073,95.79
A10,AFOUN,2781800.796,486198.241,95.743
A11,AFOUN,2781800.501,486196.642,95.668
A12,AFOUN,2781799.96,486196.015,95.642
A13,AFOUN,2781796.351,486195.641,95.648
A14,AFOUN,2781795.291,486199.302,95.767
A15,AFOUN,2781796.312,486200.453,95.816
A16,AROADEDGE,2781790.906,486185.192,95.398
A17,AROADEDGE,2781793.39,486183.975,95.322
A18,AROADEDGE,2781795.9,486182.858,95.327
A19,AROADEDGE,2781798.464,486182.238,95.32
A20,AROADEDGE,2781801.904,486181.741,95.376
A21,AROADEDGE,2781805.119,486182.212,95.39
A22,AROADEDGE,2781807.842,486183.385,95.471
A23,AROADEDGE,2781813.196,486187.322,95.631
A24,AROADEDGE,2781814.988,486189.227,95.695
A25,AROADEDGE,2781816.492,486191.424,95.751
A26,AROADEDGE,2781817.508,486193.657,95.804
A27,AROADEDGE,2781817.662,486201.644,95.991
A28,AROADEDGE,2781815.831,486205.063,96.09
A29,AROADEDGE,2781815.842,486205.162,96.091
A30,AROADEDGE,2781809.793,486209.548,96.184
A31,AROADEDGE,2781806.48,486210.531,96.206
A32,AROADEDGE,2781803.018,486210.758,96.219
A33,AROADEDGE,2781798.654,486210.671,96.225
A34,AROADEDGE,2781794.644,486210.58,96.225
A35,AROADEDGE,2781790.244,486210.296,96.16
A36,AROADEDGE,2781785.573,486209.196,96.022
A37,AROADEDGE,2781781.778,486206.966,95.85
A38,AROADEDGE,2781779.155,486202.43,95.693
A39,AROADEDGE,2781779.084,486198.954,95.598
A40,AROADEDGE,2781779.565,486195.737,95.55
A41,AROADEDGE,2781781.429,486192.5,95.509
A42,AROADEDGE,2781785.29,486188.849,95.485
A43,AROADEDGE,2781790.858,486185.187,95.429
A44,AROADEDGE,2781781.189,486213.809,96.013
A45,AROADEDGE,2781779.608,486216.403,96.02
A46,AROADEDGE,2781775.494,486213.863,95.883
A47,AROADEDGE,2781774.868,486213.541,95.865
A48,AROADEDGE,2781773.026,486210.604,95.86
A49,AROADEDGE,2781775.129,486209.335,95.763
A50,AROADEDGE,2781770.748,486202.172,95.522
A51,AROADEDGE,2781768.171,486203.898,95.434
A52,AROADEDGE,2781764.929,486198.187,95.261
A53,AROADEDGE,2781773.345,486192.893,95.369
A54,AROADEDGE,2781772.528,486191.627,95.404
A55,AROADEDGE,2781777.968,486187.809,95.368
A56,AROADEDGE,2781777.031,486186.236,95.333
A57,AROADEDGE,2781787.158,486180.009,95.295
A58,AROADEDGE,2781787.729,486180.532,95.31
A59,AROADEDGE,2781789.993,486172.396,95.203
A60,AROADEDGE,2781791.979,486171.096,95.191
A61,AROADEDGE,2781793.111,486172.818,95.194
A62,AROADEDGE,2781793.082,486172.816,95.194
A63,AROADEDGE,2781796.966,486171.21,95.167
A64,AROADEDGE,2781797.612,486170.508,95.154
A65,AROADEDGE,2781798.197,486167.164,95.129
A66,AROADEDGE,2781799.299,486168.845,95.117
A67,AROADEDGE,2781804.652,486163.415,94.951
A68,AROADEDGE,2781805.496,486159.891,94.9
A69,AROADEDGE,2781806.545,486161.481,94.909
A70,AROADEDGE,2781810.369,486157.629,94.81
A71,AROADEDGE,2781808.525,486154.688,94.816
A72,AROADEDGE,2781809.966,486153.214,94.796
A73,AROADEDGE,2781809.222,486153.684,94.803
A74,AROADEDGE,2781812.254,486156.683,94.746
A75,AROADEDGE,2781815.912,486159.592,94.78
A76,AROADEDGE,2781813.072,486156.813,94.76
A77,AROADEDGE,2781806.617,486169.033,95.056
A78,AROADEDGE,2781806.551,486172.511,95.16
A79,AROADEDGE,2781817.523,486184.064,95.619
A80,AROADEDGE,2781825.171,486192.234,95.862
A81,AROADEDGE,2781826.077,486192.334,95.868
A82,AROADEDGE,2781826.337,486192.128,95.869
A83,AROADEDGE,2781833.903,486197.14,95.871
A84,AROADEDGE,2781823.237,486212.534,96.245
A85,AROADEDGE,2781812.63,486214.3,96.287
A86,AROADEDGE,2781807.133,486214.936,96.317
A87,AROADEDGE,2781792.69,486216.152,96.265
A88,AROADEDGE,2781792.077,486216.566,96.278
A89,AROADEDGE,2781790.445,486219.356,96.323
A90,AROADEDGE,2781786.067,486216.703,96.181
A91,ABUILD0,2781776.026,486215.486,97.669
A92,ABUILD0,2781779.9,486217.844,97.754
A93,ABUILD0,2781780.684,486216.129,102.28
A94,ABUILD0,2781789.415,486221.425,102.154
A95,ABUILD4,2781773.291,486214.085,101.011
A96,ABUILD4,2781768.558,486216.984,102.234
A97,ABUILD4,2781769.291,486204.252,101.232
A98,ABUILD4,2781765.711,486200.871,101.611
A99,ABUILD4,2781772.522,486209.373,101.289
A100,ABUILD4,2781764.218,486196.763,97.263
A101,ABUILD4,2781766.906,486196.871,97.276
A102,ABUILD4,2781773.132,486193.025,96.138
A103,ABUILD4,2781776.349,486189.157,95.931
A104,ABUILD5,2781776.06,486182.773,96.543
A105,ABUILD5,2781776.98,486184.024,95.936
A106,ABUILD5,2781778.7,486182.962,96.007
A107,ABUILD5,2781783.911,486177.844,97.346
A108,ABUILD6,2781790.525,486168.978,97.467
A109,ABUILD6,2781791.968,486168.07,98.524
A110,ABUILD6,2781799.792,486161.346,98.506
A111,ABUILD7,2781802.724,486154.745,98.837
A112,ABUILD7,2781810.772,486147.883,98.36
A113,ABUILD8,2781819.813,486179.872,98.099
A114,ABUILD8,2781825.217,486185.736,98.117
A115,ABUILD9,2781834.966,486166.307,98.372
A116,ABUILDBOUND,2781813.254,486178.488,96.604
A117,ABUILDBOUND,2781814.8,486177.181,96.992
A118,ABUILDBOUND,2781820.19,486172.519,96.934
A119,ABUILDBOUND,2781841.531,486153.409,97.33
A120,ABUILDBOUND,2781784.129,486207.218,97.299
A121,ABUILDBOUND,2781822.363,486188.372,96.635
A122,ABUILDBOUND,2781824.15,486190.187,96.602
A123,ABUILDBOUND,2781824.629,486191.637,96.605
A124,ABUILD1,2781791.346,486219.683,102.976
A125,ABUILD1,2781796.293,486219.262,103.008
A126,ABUILD1,2781796.241,486218.132,102.868
A127,ABUILD1,2781806.501,486217.306,102.761
A128,ABUILD2,2781808.882,486218.349,103.029
A129,ABUILD2,2781813.852,486217.493,103.149
A130,ABUILD2,2781813.638,486216.401,102.76
A131,ABUILD2,2781823.638,486214.75,102.877
A132,ABUILD3,2781824.947,486213.677,99.921
A133,ABUILD3,2781829.701,486209.747,101.612
A134,ABUILD3,2781828.537,486207.119,100.254
A135,ATREE,2781762.896,486229.83,97.694
A136,ATREE,2781764.207,486231.64,97.701
A137,ATREE,2781761.185,486222.348,97.207
A138,ATREE,2781759.224,486224.82,97.179
J,CP,2781594.856,486258.729,100.565
I1,IROAD,2781574.05,486313.877,101.201
I2,IROAD,2781570.185,486325.425,101.537
I3,IROAD,2781566.248,486324.207,101.475
I4,IROAD,2781562.616,486323.27,101.454
I5,IROAD,2781554.957,486322.922,101.496
I6,IROAD,2781561.006,486326.388,101.452
I7,IROAD,2781564.421,486326.992,101.474
I8,IROAD,2781567.293,486327.709,101.525
I9,IROAD,2781575.017,486311.159,101.163
I10,IROAD,2781578.825,486300.871,100.898
I11,IROAD,2781574.816,486327.175,101.622
I12,IROAD,2781575.895,486324.069,101.477
I13,IROAD,2781579.351,486314.913,101.162
I14,IROAD,2781582.127,486307.087,100.857
I15,IROAD,2781583.525,486298.69,100.822
I16,IROAD,2781586.177,486291.372,100.883
I17,IROAD,2781584.529,486285.764,100.922
I18,IROAD,2781585.697,486299.335,100.717
I19,IBUILD,2781624.477,486339.878,102.597
I20,IBUILD,2781624.903,486338.748,102.595
I21,IBUILD,2781603.669,486335.934,102.805
I22,IBUILD,2781614.377,486336.383,102.875
I23,IBUILD,2781587.141,486326.506,102.567
I24,IBUILD,2781578.024,486323.211,102.826
I25,IBUILD,2781580.436,486316.584,102.608
I26,IBUILD,2781582.976,486309.644,102.365
I27,IBUILD,2781592.378,486276.466,104.946
I28,IBUILD,2781593.878,486280.2,104.244
I29,IBUILD,2781594.879,486277.413,108.488
I30,IBUILD,2781600.082,486282.434,104.547
I31,IFARM,2781582.061,486291.171,101.885
I32,IFARM,2781575.63,486308.172,101.883
